name,kingdom,phylum,class,order,family,genus,species,nutritional components
Potherb mustard,Plantae,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Potherb mustard,"Rich in vitamin C, fiber, calcium, and iron."
Pepper,Plantae,Angiosperms,Magnoliopsida,Piperales,Piperaceae,Piper,Pepper,"Rich in vitamin C, B vitamins, iron, and fiber."
Chicory,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Cichorium,Chicory,"Rich in Vitamin C, Potassium, Calcium, and Fiber."
Sweet Potato,Plantae,Angiosperms,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Sweet Potato,"Contains carbohydrates, fiber, vitamin A, and potassium."
Kelp,Plantae,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Kelp,"Rich in Iodine, Calcium, Fiber, and Polysaccharides."
Lettuce,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lettuce,"Rich in Vitamin C, Vitamin A, Potassium, and Calcium."
Watercress,Plantae,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Watercress,"Rich in Vitamin C, Vitamin K, Calcium, and Fiber."
Sweet Potato Leaves,Plantae,Angiosperms,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Sweet Potato,"Rich in Vitamin A, Vitamin C, Fiber, and Potassium."
Enoki Mushroom,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Flammulina,Flammulina velutipes,"Rich in protein, fiber, B vitamins, and potassium."
Shallot,Plantae,Angiosperms,Monocotyledon,Asparagales,Alliaceae,Allium,Allium cepa var. aggregatum,"Rich in vitamin C, vitamin B6, iron, and selenium."
Kohlrabi,Plantae,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea var. gongylodes,"Rich in vitamin C, fiber, calcium, and potassium."
Jerusalem artichoke,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus tuberosus,"Rich in fiber, vitamin C, potassium, and calcium."
Beet,Plantae,Angiosperms,Magnoliopsida,Caryophyllales,Amaranthaceae,Beta,Beet,"Rich in fiber, vitamin A, vitamin C, and iron."
Kalimeris indica,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Kalimeris,Kalimeris indica,"Contains abundant fiber, vitamin C, calcium, and potassium."
Water spinach,Plantae,Angiosperms,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea aquatica,"Rich in Vitamin A, Vitamin C, Potassium, and Magnesium."
Wood Ear Mushroom,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Auricularia,Auricularia auricula-judae,"Rich in Fiber, Iron, Calcium, and Vitamin D."
Yam,Plantae,Angiosperms,Monocotyledon,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea opposita,"Rich in Carbohydrates, Vitamin C, Potassium, and Fiber."
Lettuce,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lettuce,"Rich in Vitamin A, Vitamin K, Potassium, and Fiber."
Garlic,Plantae,Angiosperms,Monocotyledon,Asparagales,Liliaceae,Allium,Allium sativum,"Rich in Vitamin C, Manganese, Selenium, and Fiber."
Potato,Plantae,Angiosperms,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum tuberosum,"Rich in Carbohydrates, Vitamin C, Fiber, and Potassium."
Lotus Root,Plantae,Angiosperms,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nelumbo,Lotus root,"Rich in fiber, vitamin C, potassium, and iron."
Onion,Plantae,Angiosperms,Monocotyledon,Asparagales,Liliaceae,Allium,Onion,"Rich in vitamin C, vitamin B6, selenium, and fiber."
Asparagus,Plantae,Angiosperms,Monocotyledon,Asparagales,Asparagaceae,Asparagus,Asparagus,"Rich in vitamin A, vitamin C, vitamin K, and potassium."
Chives,Plantae,Angiosperms,Monocotyledon,Asparagales,Liliaceae,Allium,Chives,"Rich in Vitamin A, Vitamin C, Fiber, and Potassium."
Shiitake mushroom,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lentinula,Shiitake mushroom,"Rich in protein, B vitamins, iron, and calcium."
Bitter Chrysanthemum,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Cichorium,Bitter Chrysanthemum,"Rich in vitamin C, vitamin A, calcium, and potassium."
Cherry radish,Plantae,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Cherry radish,"Rich in vitamin C, potassium, fiber, and antioxidants."
Mung bean sprouts,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Vigna,Mung bean,"Rich in vitamin C, vitamin K, protein, and fiber."
Water chestnut,Plantae,Angiosperms,Monocotyledon,Alismatales,Cyperaceae,Eleocharis,Eleocharis dulcis,"Rich in fiber, vitamin C, potassium, and calcium."
Artichoke,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Cynara,Cynara cardunculus var. scolymus,"Rich in vitamin C, fiber, iron, and magnesium."
Brussels sprouts,Plantae,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea var. gemmifera,"Rich in vitamin C, vitamin K, fiber, and antioxidants."
Amaranth,Plantae,Angiosperms,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus,"Rich in vitamin A, vitamin C, calcium, and iron."
Zucchini,Plantae,Angiosperms,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Zucchini,"Rich in water, vitamin C, potassium, and fiber."
Lettuce,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lactuca sativa,"Rich in vitamin A, vitamin C, calcium, and fiber."
Edamame,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Glycine,Soybean,"Rich in protein, B vitamins, iron, and fiber."
Water Spinach,Plantae,Angiosperms,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Water Spinach,"Rich in vitamin A, vitamin C, iron, and calcium."
Water shield,Plantae,Angiosperms,Magnoliopsida,Nymphaeales,Cabombaceae,Brasenia,Brasenia schreberi,"Rich in Vitamin C, fiber, potassium, and calcium."
Water Celery,Plantae,Angiosperms,Magnoliopsida,Apiales,Apiaceae,Oenanthe,Water celery,"Rich in vitamin C, fiber, calcium, and iron."
Sweet Corn,Plantae,Angiosperms,Monocotyledon,Poales,Poaceae,Zea,Zea mays var. saccharata,"Rich in carbohydrates, fiber, B vitamins, and magnesium."
Water chestnut,Plantae,Angiosperms,Monocotyledon,Cyperales,Cyperaceae,Eleocharis,Eleocharis dulcis,"Rich in fiber, potassium, and Vitamin C."
Bottle Gourd,Plantae,Angiosperms,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,Lagenaria siceraria,"Rich in water, Vitamin C, fiber, and potassium."
Mustard Greens,Plantae,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica juncea,"Rich in Vitamin C, calcium, iron, and fiber."
Yam,Plantae,Angiosperms,Monocotyledon,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea,"Rich in carbohydrates, fiber, potassium, and vitamin C."
Artemisia selengensis,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Artemisia,,"Rich in vitamin C, fiber, calcium, and potassium."
Bracken fern,Plantae,,Polypodiopsida,,,,,"Rich in fiber, vitamin C, potassium, and calcium."
Goji leaves,Plantae,Angiosperms,Magnoliopsida,Solanales,Solanaceae,,Goji Berry,"Rich in vitamin C, iron, fiber, and potassium."
Snow pea,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Pisum,,"Rich in fiber, vitamin C, protein, and potassium."
Peanut,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Arachis,,"Rich in protein, healthy fats, vitamin E, and magnesium."
Lentil,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,,,"Rich in protein, fiber, B vitamins, and potassium."
Broad Bean,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia faba,"Rich in protein, fiber, vitamin B6, and iron."
Soybean,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Glycine,Glycine max,"Rich in protein, fiber, B vitamins, and magnesium."
Edamame,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Glycine,Edamame,"Rich in protein, fiber, vitamin C, and iron."
Cowpea,Plantae,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna unguiculata,"Rich in fiber, protein, B vitamins, and calcium."
Sweet potato,Plantae,Angiosperms,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Sweet Potato,"Rich in carbohydrates, fiber, vitamin A, and potassium."
Catechu,Plantae,Angiosperms,Magnoliopsida,Rosales,Fabaceae,Acacia,Acacia catechu,"The decoction of heartwood fragments, after concentration and drying, becomes catechu extract or catechu powder, which has functions such as clearing heat, promoting fluid production, resolving phlegm, stopping bleeding, healing sores, promoting tissue regeneration, and relieving pain. The tannin extracted from the heartwood is also an excellent raw material for leather tanning and dyeing in industry. The wood is hard and fine, suitable for use in sleepers, construction, agricultural tools, and carriages."
Tea Maple,Plantae,Angiosperms,Magnoliopsida,Sapindales,Aceraceae,Acer,Acer ginnala group,"The bark, leaves, and fruits of this subspecies contain tannins, which can be extracted to make tannin extract and also used as a black dye. The fibers in the bark can be used as raw materials for artificial cotton and papermaking. The dried young leaves can be used as a substitute for tea, which has the effect of lowering blood pressure. It is also a special beverage for silk workers in summer, as sweat falling on silk after consumption does not leave yellow spots. The seeds can be pressed for oil, which can be used to make soap."
Antidesma montanum,Plantae,Angiosperms,Magnoliopsida,Malpighiales,Euphorbiaceae,Antidesma,Antidesma,"It grows in sparse forests at altitudes of 140-1500 meters. The leaves of Antidesma can be used to make a bath or drink, which is believed to ward off evil spirits and diseases, promoting health and well-being."
Camellia ptilophylla,Plantae,Angiosperms,Magnoliopsida,Gentianales,Rubiaceae,Camellia,Camellia ptilophylla,"It grows under forests or in shrublands. On dry and poor gravel soil, the plants are dwarfed, and the leaves become thinner. Those growing by streams or in dense forests can reach 3-4 meters in height, with leaves up to 8 cm long. It is recorded that the bark of this genus has fever-reducing effects, but this remains to be proven."
Apocynum venetum,Plantae,Angiosperms,Magnoliopsida,Gentianales,Apocynaceae,Apocynum,Apocynum venetum,"This species is a widely distributed wild fiber plant in China. The stem bark fibers are long, flexible, lustrous, and resistant to decay, wear, and tension, making them suitable for high-end clothing, fishing nets, leather threads, and high-quality paper. They are also used in national defense, aviation, maritime, tire cord fabric, machine transmission belts, rubber boats, and high-end raincoats. The leaves contain 4-5% gum, which is used as a raw material for tires. The young leaves can be steamed, fried, and rolled to make tea, which has cooling, anti-inflammatory, and heart-strengthening effects. The white, silky seed hairs can be used as filling material. The peeled stems can be used as insulating building materials. The roots contain alkaloids for medicinal use. The plant has many beautiful, fragrant flowers with a long blooming period and well-developed nectaries, making it a good source of nectar."
Stephania tetrandra,Plantae,Angiosperms,Magnoliopsida,Ranunculales,Menispermaceae,Gushanlong,Gushanlong,"The roots and stems of this plant contain various alkaloids, such as berberine and palmatine, etc. It is commonly used as an antipyretic in Hainan folk medicine and also has good anti-inflammatory effects."
Bai Liang Jin,Plantae,Angiosperms,Magnoliopsida,Primulales,Myrsinaceae,Ardisia,Ardisia,"The roots and leaves have the effects of clearing heat, soothing the throat, relaxing tendons, and promoting blood circulation. They are used to treat sore throat, tonsillitis, nephritis edema, rheumatism, and injuries. They are also used to treat turbid urine, bone tuberculosis, cough with blood from overwork, abscesses, and snake bites. The fruit is edible; the seeds can be pressed for oil."
Bei Ma Dou Ling,Plantae,Angiosperms,Magnoliopsida,Aristolochiales,Aristolochiaceae,Aristolochia,Aristolochia,"This species is used medicinally. The stems and leaves are called Tian Xian Teng, which have the effects of promoting qi circulation, treating blood disorders, relieving pain, and diuresis. The fruit is called Ma Dou Ling, which has the effects of clearing heat, lowering qi, relieving cough, and calming asthma. The root is called Qing Mu Xiang, which is slightly toxic and has the effects of strengthening the stomach, regulating qi, relieving pain, and lowering blood pressure."
Ying Zhao Hua,Plantae,Angiosperms,Magnoliopsida,Ranunculales,Annonaceae,Artabotrys,Artabotrys,"It is a greening plant with extremely fragrant flowers, often cultivated in parks or near houses. The fresh flowers contain about 0.75-1.0% aromatic oil, which can be extracted to make Ying Zhao Hua concrete, used as a raw material for high-end perfumes, cosmetics, and soap fragrances, and also for scenting tea. The roots can be used medicinally to treat malaria."
Artemisia anomala,Plantae,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia,"Contains volatile oils, mainly flavonoids, phenols, amino acids, etc. The whole plant is used medicinally. In southeastern provinces, it is known as 'Liu Ji Nu' or 'Nan Liu Ji Nu'. It has effects such as promoting blood circulation, regulating menstruation, clearing heat, detoxifying, reducing inflammation, relieving pain, and aiding digestion. It is used in folk medicine to treat intestinal, stomach, and gynecological diseases. In recent years, it has also been used to treat filariasis and can be brewed as a tea for its cooling and heat-clearing properties."
Vietnamese Berchemia,Plantae,Angiosperms,Magnoliopsida,Rhamnales,Rhamnaceae,Berchemia,Vietnamese Berchemia,"The roots, stems, or leaves can be used medicinally. They have effects such as dispelling wind, promoting diuresis, promoting blood circulation, relieving pain, and relieving cough and phlegm. They are mainly used to treat rheumatic joint pain, dysmenorrhea, postpartum abdominal pain, tuberculosis, acute and chronic bronchitis, jaundice, dysentery, traumatic injuries, fractures, and abscesses. Additionally, young leaves can be used as a tea substitute, and branches can be used to make nose rings for cattle."
Axillary Hair Berchemia,Plantae,Angiosperms,Magnoliopsida,Rhamnales,Rhamnaceae,Berchemia,Axillary Hair Berchemia,"The roots, stems, or leaves can be used medicinally. They have effects such as dispelling wind, promoting diuresis, promoting blood circulation, relieving pain, and relieving cough and phlegm. They are mainly used to treat rheumatic joint pain, dysmenorrhea, postpartum abdominal pain, tuberculosis, acute and chronic bronchitis, jaundice, dysentery, traumatic injuries, fractures, and abscesses. Additionally, young leaves can be used as a tea substitute, and branches can be used to make nose rings for cattle."
Short-fruited Berchemia,Plantae,Angiosperms,Magnoliopsida,Rhamnales,Rhamnaceae,Berchemia,Short-fruited Berchemia,"The roots, stems, or leaves can be used medicinally. They have effects such as dispelling wind, promoting diuresis, promoting blood circulation, relieving pain, and relieving cough and phlegm. They are mainly used to treat rheumatic joint pain, dysmenorrhea, postpartum abdominal pain, tuberculosis, acute and chronic bronchitis, jaundice, dysentery, traumatic injuries, fractures, and abscesses. Additionally, young leaves can be used as a tea substitute, and branches can be used to make nose rings for cattle."
Yellow-backed Berchemia,Plantae,Angiosperms,Magnoliopsida,Rhamnales,Rhamnaceae,Berchemia,Yellow-backed Berchemia,"The roots are used medicinally and have effects such as dispelling wind, removing dampness, dispersing blood stasis, reducing swelling, and relieving pain. Farmers often use branches to make nose rings for cattle, and young leaves can be used as a tea substitute."
