EntityA,EntityB,Relation
Nile crocodile,leucine,contains
Nile crocodile,methionine. The fatty acid composition in crocodile meat is balanced,contains
Nile crocodile,minerals (such as calcium,contains
Nile crocodile,phosphorus,contains
Nile crocodile,polyunsaturated fatty acids (PUFA) that are beneficial for cardiovascular health,contains
Nile crocodile,skin health. Crocodile meat also has a high collagen content.,contains
Nile crocodile,such as ω-3,contains
Nile crocodile,which help support the immune system,contains
Nile crocodile,with approximately 17.80 grams of protein per 100 grams of crocodile meat. It contains a variety of essential amino acids for the human body,contains
Nile crocodile,with particularly rich levels of vitamin B12,contains
Nile crocodile,zinc,contains
Nile crocodile,zinc),contains
Nile crocodile,ω-6 fatty acids. Crocodile meat contains various vitamins (such as vitamin A,contains
Noni,16 minerals,contains
Noni,20 essential amino acids,contains
Noni,Includes 14 vitamins,contains
Noni,various bioactive compounds.,contains
Nujiang Red Camellia,Rich in tea polyphenols,contains
Nujiang Red Camellia,amino acids,contains
Nujiang Red Camellia,anti-fatigue,contains
Nujiang Red Camellia,caffeine,contains
Nujiang Red Camellia,etc. Has effects such as antioxidant,contains
Nujiang Red Camellia,lowering cholesterol.,contains
Nujiang Red Camellia,promoting metabolism,contains
Nujiang Red Camellia,vitamin C,contains
Nutmeg,Fat oil 25%-46%,contains
Nutmeg,Myristicin,contains
Nutmeg,Volatile oil 8%-15%,contains
Nutmeg,etc.,contains
Nutmeg,gallic acid,contains
Nutmeg,safrole. Also contains fatty oils,contains
Nutmeg,starch,contains
Oblong-leaved Berchemia,The roots are used medicinally,contains
Oblong-leaved Berchemia,dispersing blood stasis,contains
Oblong-leaved Berchemia,have effects such as dispelling wind,contains
Oblong-leaved Berchemia,reducing swelling,contains
Oblong-leaved Berchemia,relieving pain. Farmers often use branches to make nose rings for cattle,contains
Oblong-leaved Berchemia,removing dampness,contains
Oblong-leaved Berchemia,young leaves can be used as a tea substitute.,contains
Oenothera glazioviana,The seeds are rich in oil,contains
Oenothera glazioviana,beneficial for both edible,contains
Oenothera glazioviana,medicinal purposes.,contains
Oenothera glazioviana,possibly containing various unsaturated fatty acids,contains
Oenothera glazioviana,vitamin E,contains
Oil Palm,Carotene.,contains
Oil Palm,Linoleic Acid,contains
Oil Palm,Oleic Acid,contains
Oil Palm,Palm Oil,contains
Oil Palm,as well as Vitamin E,contains
Oil Palm,other Fatty Acids,contains
Oil Palm,rich in Palmitic Acid,contains
Oil cabbage,Seeds are pressed for oil,contains
Oil cabbage,used for food.,contains
Oil mustard,Seeds can be pressed for oil,contains
Oil mustard,also for medicinal purposes.,contains
Oil mustard,ground into powder,contains
Oil mustard,it can be used as a condiment,contains
Oil mustard,used for food,contains
Okra,Rich in fiber,contains
Okra,potassium.,contains
Okra,vitamin A,contains
Okra,vitamin C,contains
Old Black Tea,Rich in tea polyphenols,contains
Old Black Tea,amino acids,contains
Old Black Tea,caffeine,contains
Old Black Tea,etc. It aids digestion,contains
Old Black Tea,has antioxidant properties,contains
Old Black Tea,lowers lipids,contains
Old Black Tea,minerals,contains
Old Black Tea,refreshes the mind.,contains
Old Man's Beard,The whole plant contains paeonol,contains
Old Man's Beard,deacylcynanchogenin,contains
Old Man's Beard,sarcostin,contains
Olea yunnanensis,The seed oil is rich in unsaturated fatty acids,contains
Olea yunnanensis,antioxidants beneficial to human health,contains
Olea yunnanensis,industrial uses.,contains
Olea yunnanensis,suitable for edible,contains
Oleander Berry,No specific nutritional information available.,contains
Olive,Contains 17 amino acids required by the human body,contains
Olive,Olives contain vitamin E,contains
Olive,antioxidants,contains
Olive,carbohydrates,contains
Olive,dietary fiber,contains
Olive,fats,contains
Olive,iron,contains
Olive,iron.,contains
Olive,magnesium.,contains
Olive,minerals such as calcium,contains
Olive,monounsaturated fatty acids,contains
Olive,phosphorus,contains
Olive,the flesh contains proteins,contains
Olive,trace elements such as calcium,contains
Olive,vitamin C,contains
Onion,Rich in antioxidants,contains
Onion,Rich in vitamin C,contains
Onion,fiber.,contains
Onion,manganese,contains
Onion,potassium.,contains
Onion,selenium,contains
Onion,vitamin B6,contains
Onion,vitamin C,contains
Ophiopogon,Steroidal saponins,contains
Ophiopogon,isoflavonoids,contains
Ophiopogon,polysaccharides,contains
Ophiopogon,various trace elements,contains
Ophiopogon,volatile oils,contains
Orange,Vitamin C,contains
Orange,dietary fiber,contains
Orange,etc.,contains
Orange,minerals,contains
Orange,organic acids,contains
Orange Juice,Orange juice is rich in vitamin C,contains
Orange Juice,antioxidants such as flavonoids,contains
Orange Juice,calcium,contains
Orange Juice,dietary fiber,contains
Orange Juice,potassium,contains
Orange Juice,promote skin health.,contains
Orange Juice,vitamin P,contains
Orange Juice,which help enhance immunity,contains
Oregano,Carvacrol,contains
Oregano,Cymene,contains
Oregano,Monoterpenes,contains
Oregano,Sesquiterpenes,contains
Oregano,Thymol,contains
Oregano,etc.,contains
Oriental Turtle Dove,B1,contains
Oriental Turtle Dove,B2,contains
Oriental Turtle Dove,Dove meat is rich in protein,contains
Oriental Turtle Dove,E. It contains multiple trace elements essential for hematopoiesis,contains
Oriental Turtle Dove,low-fat quality ingredient. It is rich in various vitamins such as Vitamin A,contains
Oriental Turtle Dove,making it a high-protein,contains
Oriental Turtle Dove,making it one of the meat types with a high protein content. Dove meat has extremely low fat content,contains
Oriental Turtle Dove,such as iron,contains
Oriental Turtle Dove,zinc.,contains
Oriental migratory locust,The Nutritional components of the Oriental migratory locust includes protein,contains
Oriental migratory locust,carbohydrates,contains
Oriental migratory locust,etc.,contains
Oriental migratory locust,fat,contains
Oriental migratory locust,making it a good food source.,contains
Oriental migratory locust,trace elements,contains
Oriental migratory locust,with a relatively high protein content,contains
Oroxylum,Oroxylum contains various bioactive components such as oroxylin A,contains
Oroxylum,amino acids,contains
Oroxylum,detoxifying,contains
Oroxylum,flavonoids,contains
Oroxylum,has effects such as clearing heat,contains
Oroxylum,minerals,contains
Oroxylum,moistening the lungs to relieve cough.,contains
Osmanthus,15 vitamins including vitamin A,contains
Osmanthus,22 amino acids,contains
Osmanthus,anthocyanins,contains
Osmanthus,as well as iron,contains
Osmanthus,auxins,contains
Osmanthus,etc.,contains
Osmanthus,vitamin B,contains
Osmanthus,vitamin C,contains
Osmanthus,vitamin D,contains
Osmanthus,vitamin E,contains
Osmanthus,vitamin K,contains
Osmanthus Blossom Powder,Rich in volatile oils,contains
Osmanthus Blossom Powder,calming asthma,contains
Osmanthus Blossom Powder,improving digestive function.,contains
Osmanthus Blossom Powder,it has the effects of relieving cough,contains
Osmanthus Blossom Powder,various flavonoids,contains
Osmanthus Branch,Benzyl Benzoate,contains
Osmanthus Branch,Calamenene,contains
Osmanthus Branch,Cinnamaldehyde,contains
Osmanthus Branch,Cinnamyl Acetate,contains
Osmanthus Branch,Coumarin,contains
Osmanthus Branch,etc.,contains
Osmanthus Branch,β-Caryophyllene,contains
Ostrich,Considered a high-protein,contains
Ostrich,as well as 27 essential amino acids for the human body.,contains
Ostrich,calcium,contains
Ostrich,low-calorie ingredient. Ostrich meat contains approximately 21.8g of protein per 100g,contains
Ostrich,low-cholesterol,contains
Ostrich,low-fat,contains
Ostrich,selenium,contains
Ostrich,while the fat content is only 1.9g per 100g. It is also rich in minerals such as iron,contains
Ostrich,zinc,contains
Paeonia lactiflora,4-O-methyl-paeoniflorin,contains
Paeonia lactiflora,Contains components such as paeoniflorin,contains
Paeonia lactiflora,as well as various new chemical components such as isopaeoniflorin,contains
Paeonia lactiflora,benzoylpaeoniflorin,contains
Pagoda pine nuts,Similar to the above pine nuts,contains
Pagoda pine nuts,etc.,contains
Pagoda pine nuts,minerals,contains
Pagoda pine nuts,proteins,contains
Pagoda pine nuts,rich in oils,contains
Pagoda pine nuts,vitamins,contains
Palm nut,Rich in oils,contains
Palm nut,etc. The specific composition may vary depending on the type,contains
Palm nut,growing conditions.,contains
Palm nut,minerals,contains
Palm nut,proteins,contains
Palm nut,vitamin E,contains
Palm weevil,Contains a certain amount of protein,contains
Palm weevil,as well as other trace elements.,contains
Palm weevil,fat,contains
Palm-leaf Raspberry,The fruit of Rubus chingii is rich in nutrients,contains
Palm-leaf Raspberry,containing various vitamins,contains
Palm-leaf Raspberry,minerals.,contains
Panax notoginseng,Saponins,contains
Panax notoginseng,amino acids,contains
Panax notoginseng,inorganic elements,contains
Panax notoginseng,other components,contains
Panax notoginseng,polysaccharides,contains
Panax notoginseng,volatile oils,contains
Pao Walnut,Similar to walnuts,contains
Pao Walnut,but may vary slightly due to variety,contains
Pao Walnut,growing conditions.,contains
Papaya,C,contains
Papaya,Carpaine,contains
Papaya,E,contains
Papaya,carotene,contains
Papaya,chymopapain,contains
Papaya,cryptoxanthin,contains
Papaya,cryptoxanthin cyclic amine derivatives,contains
Papaya,etc.,contains
Papaya,fats,contains
Papaya,papain,contains
Papaya,proteins,contains
Papaya,sugars,contains
Papaya,violaxanthin,contains
Papaya,vitamins B,contains
Paris polyphylla,Main chemical components are steroidal saponins,contains
Paris polyphylla,amino acids.,contains
Paris polyphylla,contains β-ecdysone,contains
Paris polyphylla,flavonoid glycosides,contains
Paris polyphylla,polysaccharides,contains
Parsley,Apiol,contains
Parsley,Myristicin,contains
Parsley,Terpinene,contains
Parsley,etc.,contains
Parsnip Juice,C,contains
Parsnip Juice,Parsnip juice contains vitamins A,contains
Parsnip Juice,calcium),contains
Parsnip Juice,dietary fiber,contains
Parsnip Juice,minerals (such as iron,contains
Parsnip Juice,unique medicinal components like pastinacine.,contains
Partridge,Rich in protein,contains
Partridge,also contains certain vitamins,contains
Partridge,contains unsaturated fatty acids,contains
Partridge,low in fat,contains
Partridge,minerals.,contains
Passion fruit,Passiflora edulis is rich in phosphorus,contains
Passion fruit,as well as 17 essential amino acids. It has effects such as aiding digestion,contains
Passion fruit,calcium,contains
Passion fruit,calming,contains
Passion fruit,carotenoids,contains
Passion fruit,iron,contains
Passion fruit,lowering lipids.,contains
Passion fruit,other nutrients,contains
Passion fruit,promoting blood circulation,contains
Passion fruit,reducing stress,contains
Passion fruit,refreshing the mind,contains
Passion fruit,relieving pain,contains
Passion fruit,resolving phlegm,contains
Passion fruit,strengthening the body,contains
Passion fruit,tonifying the kidneys,contains
Passion fruit,vitamin C,contains
Patagonian Stingless Bee Royal Jelly,Rich in vitamins,contains
Patagonian Stingless Bee Royal Jelly,antioxidants,contains
Patagonian Stingless Bee Royal Jelly,helps with anti-aging,contains
Patagonian Stingless Bee Royal Jelly,improves metabolism.,contains
Patagonian Stingless Bee Royal Jelly,minerals,contains
Pawpaw,Contains vitamin C,contains
Pawpaw,amino acids,contains
Pawpaw,minerals,contains
Pawpaw,natural sugars,contains
Pawpaw,organic acids,contains
Pawpaw,various health-promoting components.,contains
Pea,Pea seeds,contains
Pea,also contain protein,contains
Pea,fiber,contains
Pea,oil,contains
Pea,the seeds are rich in starch,contains
Pea,various vitamins. Their medicinal value (not detailed) may involve other bioactive components.,contains
Pea,young pods,contains
Pea,young shoots are all edible,contains
Peach,Including vitamin C,contains
Peach,antioxidants,contains
Peach,carbohydrates,contains
Peach,dietary fiber,contains
Peach,etc.,contains
Peach,minerals,contains
Peach,proteins,contains
Peach Blossom Powder,Rich in vitamin C,contains
Peach Blossom Powder,it has the effects of moisturizing the skin,contains
Peach Blossom Powder,nourishing the complexion,contains
Peach Blossom Powder,promoting metabolism.,contains
Peach Blossom Powder,β-carotene,contains
Peach juice,C,contains
Peach juice,E,contains
Peach juice,Peach juice is rich in vitamin A,contains
Peach juice,antioxidants,contains
Peach juice,dietary fiber,contains
Peach juice,potassium,contains
Peach juice,which helps maintain cardiovascular health.,contains
Peanut,Peanuts contain over 50% oleic acid,contains
Peanut,Rich in protein,contains
Peanut,Rich in proteins,contains
Peanut,carbohydrates,contains
Peanut,fats (mainly unsaturated fatty acids),contains
Peanut,healthy fats,contains
Peanut,helps reduce harmful cholesterol,contains
Peanut,high blood lipids,contains
Peanut,magnesium.,contains
Peanut,minerals,contains
Peanut,vitamin E,contains
Peanut,vitamins.,contains
Peanut,which is beneficial for cardiovascular health,contains
Peanut,while maintaining or even increasing beneficial cholesterol.,contains
Pear Juice,Pear juice contains various vitamins,contains
Pear Juice,antioxidants,contains
Pear Juice,clearing heat.,contains
Pear Juice,dietary fiber,contains
Pear Juice,has the effect of moistening the lungs,contains
Pear Juice,minerals,contains
Pear Pollen,Contains various amino acids,contains
Pear Pollen,clearing heat,contains
Pear Pollen,promoting fluid production.,contains
Pear Pollen,relieving cough,contains
Pear Pollen,vitamins,contains
Pear Pollen,with effects of moistening the lungs,contains
Pearl turtle,The meat of the pearl turtle has a high water content,contains
Pearl turtle,crude fat content relatively low at only 0.42%. The muscle of the pearl turtle contains a complete range of amino acids,contains
Pearl turtle,eicosapentaenoic acid (EPA).,contains
Pearl turtle,especially polyunsaturated fatty acids such as docosahexaenoic acid (DHA),contains
Pearl turtle,including a high proportion of essential amino acids. Additionally,contains
Pearl turtle,the pearl turtle has a high content of unsaturated fatty acids,contains
Pearl turtle,with a rich total amino acid content,contains
Pearl turtle,with crude protein content about 17.82%,contains
Pecan,. Regular consumption of pecans can enhance brain function,contains
