实体A,实体B,关系,
笋瓜,南瓜属,属于,
笋瓜,笋瓜,属于,
笋瓜,果实作蔬菜,含有,
笋瓜,种子含油,含有,
笋瓜,具有营养价值。,含有,
曲序香茅,植物界,属于,
曲序香茅,被子植物门,属于,
曲序香茅,单子叶植物纲,属于,
曲序香茅,禾本目,属于,
曲序香茅,禾本科,属于,
曲序香茅,香茅属,属于,
曲序香茅,曲序香茅,属于,
曲序香茅,叶含柠檬香气,含有,
曲序香茅,蒸馏出暗红色精油,含有,
曲序香茅,用作人造香精油,含有,
曲序香茅,香皂的原料,含有,
柠檬草,植物界,属于,
柠檬草,被子植物门,属于,
柠檬草,单子叶植物纲,属于,
柠檬草,禾本目,属于,
柠檬草,禾本科,属于,
柠檬草,香茅属,属于,
柠檬草,柠檬草,属于,
柠檬草,茎叶提取柠檬香精油,含有,
柠檬草,供制香水,含有,
柠檬草,肥皂,含有,
柠檬草,并可食用,含有,
柠檬草,嫩茎叶为制作茶饮,含有,
梭子果,植物界,属于,
梭子果,被子植物门,属于,
梭子果,双子叶植物纲,属于,
梭子果,无患子目,属于,
梭子果,漆树科（或根据最新分类可能有所变动）,属于,
梭子果,梭子果属,属于,
梭子果,梭子果,属于,
梭子果,种子油供食用或制皂；木材通直,含有,
梭子果,结构紧密,含有,
梭子果,材质坚韧,含有,
梭子果,为极好的建筑材料。,含有,
锈毛梭子果,植物界,属于,
锈毛梭子果,被子植物门,属于,
锈毛梭子果,双子叶植物纲,属于,
锈毛梭子果,无患子目,属于,
锈毛梭子果,七叶树科,属于,
锈毛梭子果,梭子果属,属于,
锈毛梭子果,锈毛梭子果,属于,
锈毛梭子果,种子油供食用或制皂；木材通直,含有,
锈毛梭子果,结构紧密,含有,
锈毛梭子果,材质坚韧,含有,
锈毛梭子果,为极好的木材资源。,含有,
云树,植物界,属于,
云树,被子植物门,属于,
云树,双子叶植物纲,属于,
云树,侧膜胎座目,属于,
云树,藤黄科,属于,
云树,藤黄属,属于,
云树,云树,属于,
云树,果成熟后味酸甜,含有,
云树,可食用；种子含油量约为9.37%,含有,
云树,具有食用和潜在的工业价值。,含有,
香叶树,植物界,属于,
香叶树,被子植物门,属于,
香叶树,双子叶植物纲,属于,
香叶树,樟目,属于,
香叶树,樟科,属于,
香叶树,山胡椒属,属于,
香叶树,香叶树,属于,
香叶树,种仁含油供制皂,含有,
香叶树,润滑油,含有,
香叶树,油墨,含有,
香叶树,医用栓剂原料；也可供食用,含有,
香叶树,具有多种经济价值。,含有,
清香木姜子,植物界,属于,
清香木姜子,被子植物门,属于,
清香木姜子,双子叶植物纲,属于,
清香木姜子,樟目,属于,
清香木姜子,樟科,属于,
清香木姜子,木姜子属,属于,
清香木姜子,清香木姜子,属于,
清香木姜子,芳香油,含有,
四川木姜子,植物界,属于,
四川木姜子,被子植物门,属于,
四川木姜子,双子叶植物纲,属于,
四川木姜子,樟目,属于,
四川木姜子,樟科,属于,
四川木姜子,木姜子属,属于,
四川木姜子,四川木姜子（变种）,属于,
四川木姜子,叶和果均可提取芳香油,含有,
四川木姜子,为食用香精,含有,
四川木姜子,化妆品原料。种子富含脂肪,含有,
四川木姜子,具有潜在的工业应用价值。,含有,
木姜子,植物界,属于,
木姜子,被子植物门,属于,
木姜子,双子叶植物纲,属于,
木姜子,樟目,属于,
木姜子,樟科,属于,
木姜子,木姜子属,属于,
木姜子,木姜子,属于,
木姜子,果含芳香油,含有,
木姜子,据四川资料,含有,
木姜子,干果含芳香油2-6％,含有,
木姜子,鲜果含3-4％,含有,
木姜子,具有多种用途。,含有,
狼紫草,植物界,属于,
狼紫草,被子植物门,属于,
狼紫草,双子叶植物纲,属于,
狼紫草,管状花目,属于,
狼紫草,紫草科,属于,
狼紫草,狼紫草属,属于,
狼紫草,狼紫草,属于,
狼紫草,种子富含油脂,含有,
狼紫草,可榨油供食用。,含有,
蒜头果,植物界,属于,
蒜头果,被子植物门,属于,
蒜头果,双子叶植物纲,属于,
蒜头果,无患子目,属于,
蒜头果,铁青树科,属于,
蒜头果,蒜头果属,属于,
蒜头果,蒜头果,属于,
蒜头果,种子含油脂,含有,
蒜头果,成分为油酸,含有,
蒜头果,棕榈酸和硬脂酸,含有,
蒜头果,为良好的木本油料来源。,含有,
人心果,植物界,属于,
人心果,被子植物门,属于,
人心果,双子叶植物纲,属于,
人心果,无患子目,属于,
人心果,山榄科,属于,
人心果,铁线子属（注意：也有资料将其归为人心果属，这里按您提供的拉丁名归类）,属于,
人心果,人心果,属于,
人心果,果可食,含有,
人心果,味甜可口；树干之乳汁为口香糖原料；种仁含油率20%,含有,
人心果,具有多种经济价值。,含有,
白花油麻藤,植物界,属于,
白花油麻藤,被子植物门,属于,
白花油麻藤,双子叶植物纲,属于,
白花油麻藤,豆目,属于,
白花油麻藤,蝶形花科（或豆科）,属于,
白花油麻藤,油麻藤属,属于,
白花油麻藤,白花油麻藤,属于,
白花油麻藤,具体营养成分未详述,含有,
白花油麻藤,但种子含淀粉,含有,
白花油麻藤,需注意其毒性。,含有,
常春油麻藤,植物界,属于,
常春油麻藤,被子植物门,属于,
常春油麻藤,双子叶植物纲,属于,
常春油麻藤,豆目,属于,
常春油麻藤,蝶形花科（或豆科）,属于,
常春油麻藤,油麻藤属,属于,
常春油麻藤,常春油麻藤,属于,
常春油麻藤,茎藤可能富含多种活性成分,含有,
常春油麻藤,对活血去瘀,含有,
常春油麻藤,舒筋活络有益,含有,
常春油麻藤,但具体营养成分需进一步分析。,含有,
黄花月见草,植物界,属于,
黄花月见草,被子植物门,属于,
黄花月见草,双子叶植物纲,属于,
黄花月见草,柳叶菜目,属于,
黄花月见草,柳叶菜科,属于,
黄花月见草,月见草属,属于,
黄花月见草,黄花月见草,属于,
黄花月见草,种子富含油脂,含有,
黄花月见草,可能包含多种不饱和脂肪酸,含有,
黄花月见草,维生素E,含有,
黄花月见草,对食用与药用有益。,含有,
云南木犀榄,植物界,属于,
云南木犀榄,被子植物门,属于,
云南木犀榄,双子叶植物纲,属于,
云南木犀榄,捩花目,属于,
云南木犀榄,木犀科,属于,
云南木犀榄,木犀榄属,属于,
云南木犀榄,云南木犀榄,属于,
云南木犀榄,种子油富含对人体有益的不饱和脂肪酸,含有,
云南木犀榄,抗氧化物质,含有,
云南木犀榄,适合食用,含有,
云南木犀榄,工业用途。,含有,
虎榛子,植物界,属于,
虎榛子,被子植物门,属于,
虎榛子,双子叶植物纲,属于,
虎榛子,壳斗目,属于,
虎榛子,虎榛子科（或根据分类体系可能归入壳斗科）,属于,
虎榛子,虎榛子属,属于,
虎榛子,虎榛子,属于,
虎榛子,树皮,含有,
虎榛子,叶含鞣质,含有,
虎榛子,可提取栲胶；种子含油,含有,
虎榛子,供食用和制肥皂；枝条,含有,
西番莲属,植物界,属于,
西番莲属,被子植物门,属于,
西番莲属,双子叶植物纲,属于,
西番莲属,侧膜胎座目,属于,
西番莲属,西番莲科,属于,
西番莲属,西番莲属,属于,
西番莲属,（本属包含多个种，具体种名未给出）,属于,
西番莲属,本属有些种类可药用,含有,
西番莲属,果可食；种子可榨油。花大而美丽,含有,
西番莲属,亦可观赏或用于其他装饰性用途。,含有,
光叶山刺玫,植物界,属于,
光叶山刺玫,被子植物门,属于,
光叶山刺玫,双子叶植物纲,属于,
光叶山刺玫,蔷薇目,属于,
光叶山刺玫,蔷薇科,属于,
光叶山刺玫,蔷薇属（山刺玫为其变种或亚种）,属于,
光叶山刺玫,光叶山刺玫（变种或亚种名）,属于,
光叶山刺玫,本种花粉红色并有香味,含有,
光叶山刺玫,可栽培供观赏,含有,
光叶山刺玫,提取芳香油之用,含有,
光叶山刺玫,并可能具有其他经济价值或用途。,含有,
蓖麻,植物界,属于,
蓖麻,被子植物门,属于,
蓖麻,双子叶植物纲,属于,
蓖麻,大戟目,属于,
蓖麻,大戟科,属于,
蓖麻,蓖麻属,属于,
蓖麻,蓖麻,属于,
蓖麻,种子含蓖麻油,含有,
蓖麻,可用于工业,含有,
蓖麻,医药,含有,
蓖麻,需谨慎处理。,含有,
苏子,植物界,属于,
苏子,被子植物门,属于,
苏子,双子叶植物纲,属于,
苏子,唇形目,属于,
苏子,唇形科（部分分类体系将其归入紫苏科）,属于,
苏子,紫苏属（或苏子属，根据具体分类体系）,属于,
苏子,苏子,属于,
苏子,种子富含油脂,含有,
苏子,主要用于食用和工业用油；同时全草,含有,
苏子,叶具有药用价值,含有,
苏子,如解表散寒,含有,
苏子,行气和胃,含有,
油莎豆,植物界,属于,
油莎豆,被子植物门,属于,
油莎豆,双子叶植物纲,属于,
油莎豆,莎草目,属于,
油莎豆,莎草科,属于,
油莎豆,莎草属（但油莎豆可能是一个特定的种或变种）,属于,
油莎豆,油莎豆,属于,
油莎豆,块茎富含淀粉,含有,
油莎豆,糖分和油脂,含有,
油莎豆,可食用或用于工业加工；同时具有一定的药用价值,含有,
油莎豆,如清热解毒,含有,
油莎豆,健脾开胃,含有,
棉花,植物界,属于,
棉花,被子植物门,属于,
棉花,双子叶植物纲,属于,
棉花,锦葵目,属于,
棉花,锦葵科,属于,
棉花,棉属,属于,
棉花,棉花（通常指栽培种，如陆地棉、海岛棉等）,属于,
棉花,主要经济价值在于其纤维,含有,
棉花,广泛用于纺织工业；同时棉籽可榨油,含有,
棉花,棉籽饼可用作饲料；棉花植株的某些部分也具有药用价值。,含有,
亚麻,植物界,属于,
亚麻,被子植物门,属于,
亚麻,双子叶植物纲,属于,
亚麻,牻牛儿苗目,属于,
亚麻,亚麻科（或亚麻荠科，但传统上多归为亚麻科）,属于,
亚麻,亚麻属,属于,
亚麻,亚麻,属于,
亚麻,种子富含亚麻酸,含有,
亚麻,是重要的油料作物；同时纤维可用于纺织,含有,
亚麻,具有优良的吸湿性和透气性；亚麻全草,含有,
亚麻,根具有药用价值,含有,
亚麻,如平肝熄风,含有,
亚麻,镇静安神,含有,
大麻,植物界,属于,
大麻,被子植物门,属于,
大麻,双子叶植物纲,属于,
大麻,荨麻目,属于,
大麻,桑科,属于,
大麻,大麻属,属于,
大麻,大麻,属于,
大麻,种子和茎秆富含纤维,含有,
大麻,可用于纺织,含有,
大麻,造纸,含有,
大麻,如祛风除湿,含有,
大麻,活血止痛,含有,
大麻,某些品种的大麻含有致幻成分,含有,
大麻,需严格控制使用。,含有,
番茄,植物界,属于,
番茄,被子植物门,属于,
番茄,双子叶植物纲,属于,
番茄,茄目,属于,
番茄,茄科,属于,
番茄,番茄属,属于,
番茄,番茄,属于,
番茄,丰富的维生素C,含有,
番茄,维生素K,含有,
番茄,钾和叶酸,含有,
番茄,抗氧化物质番茄红素。,含有,
菠菜,植物界,属于,
菠菜,被子植物门,属于,
菠菜,双子叶植物纲,属于,
菠菜,藜目,属于,
菠菜,藜科,属于,
菠菜,菠菜属,属于,
菠菜,菠菜,属于,
菠菜,大量的维生素K,含有,
菠菜,维生素A,含有,
菠菜,铁,含有,
菠菜,钙和叶酸。,含有,
生菜,植物界,属于,
生菜,被子植物门,属于,
生菜,双子叶植物纲,属于,
生菜,桔梗目,属于,
生菜,菊科,属于,
生菜,莴苣属,属于,
生菜,生菜,属于,
生菜,富含纤维素,含有,
生菜,维生素A,含有,
生菜,维生素C和钾。,含有,
黄瓜,植物界,属于,
黄瓜,被子植物门,属于,
黄瓜,双子叶植物纲,属于,
黄瓜,葫芦目,属于,
黄瓜,葫芦科,属于,
黄瓜,黄瓜属,属于,
黄瓜,黄瓜,属于,
黄瓜,大量的水分,含有,
黄瓜,维生素K,含有,
黄瓜,维生素C和钾。,含有,
青椒,植物界,属于,
青椒,被子植物门,属于,
青椒,双子叶植物纲,属于,
青椒,茄目,属于,
青椒,茄科,属于,
青椒,辣椒属,属于,
青椒,青椒,属于,
青椒,丰富的维生素C,含有,
青椒,维生素A,含有,
青椒,钾和纤维素。,含有,
洋葱,植物界,属于,
洋葱,被子植物门,属于,
洋葱,单子叶植物纲,属于,
洋葱,天门冬目,属于,
洋葱,葱科,属于,
洋葱,葱属,属于,
洋葱,洋葱,属于,
洋葱,富含抗氧化物质,含有,
洋葱,维生素C,含有,
洋葱,维生素B6,含有,
洋葱,锰和钾。,含有,
茄子,植物界,属于,
茄子,被子植物门,属于,
茄子,双子叶植物纲,属于,
茄子,茄目,属于,
茄子,茄科,属于,
茄子,茄属,属于,
茄子,茄子,属于,
茄子,富含纤维素,含有,
茄子,维生素B群,含有,
茄子,钾和抗氧化物质。,含有,
萝卜,植物界,属于,
萝卜,被子植物门,属于,
萝卜,双子叶植物纲,属于,
萝卜,十字花目,属于,
萝卜,十字花科,属于,
萝卜,萝卜属,属于,
萝卜,萝卜,属于,
萝卜,维生素C,含有,
萝卜,钙,含有,
萝卜,钾和纤维素。,含有,
豆角,植物界,属于,
豆角,被子植物门,属于,
豆角,双子叶植物纲,属于,
豆角,豆目,属于,
豆角,豆科,属于,
豆角,豇豆属,属于,
豆角,豆角,属于,
豆角,富含纤维素,含有,
豆角,蛋白质,含有,
豆角,维生素B群和矿物质。,含有,
莴笋,植物界,属于,
莴笋,被子植物门,属于,
莴笋,双子叶植物纲,属于,
莴笋,桔梗目,属于,
莴笋,菊科,属于,
莴笋,莴苣属,属于,
莴笋,莴笋,属于,
莴笋,丰富的纤维素,含有,
莴笋,维生素A,含有,
莴笋,维生素C和钾。,含有,
芋头,植物界,属于,
芋头,被子植物门,属于,
芋头,单子叶植物纲,属于,
芋头,泽泻目,属于,
芋头,天南星科,属于,
芋头,芋属,属于,
芋头,芋头,属于,
芋头,富含碳水化合物,含有,
芋头,纤维素,含有,
芋头,维生素C,含有,
芋头,钾和镁。,含有,
四季豆,植物界,属于,
四季豆,被子植物门,属于,
四季豆,双子叶植物纲,属于,
四季豆,豆目,属于,
四季豆,豆科,属于,
四季豆,菜豆属,属于,
四季豆,四季豆,属于,
四季豆,丰富的纤维素,含有,
四季豆,蛋白质,含有,
四季豆,维生素C和铁。,含有,
大葱,植物界,属于,
大葱,被子植物门,属于,
大葱,单子叶植物纲,属于,
大葱,天门冬目,属于,
大葱,葱科,属于,
大葱,葱属,属于,
大葱,大葱,属于,
大葱,丰富的维生素C,含有,
大葱,维生素B6,含有,
大葱,硒和锌。,含有,
竹笋,植物界,属于,
竹笋,被子植物门,属于,
竹笋,单子叶植物纲,属于,
竹笋,禾本目,属于,
竹笋,禾本科,属于,
竹笋,竹属,属于,
竹笋,竹笋,属于,
竹笋,富含纤维素,含有,
竹笋,蛋白质,含有,
竹笋,维生素B群,含有,
竹笋,钾和钙。,含有,
紫甘蓝,植物界,属于,
紫甘蓝,被子植物门,属于,
紫甘蓝,双子叶植物纲,属于,
紫甘蓝,十字花目,属于,
紫甘蓝,十字花科,属于,
紫甘蓝,芸苔属,属于,
紫甘蓝,甘蓝,属于,
紫甘蓝,丰富的维生素C,含有,
紫甘蓝,维生素K,含有,
紫甘蓝,纤维素和抗氧化物质。,含有,
花椰菜,植物界,属于,
花椰菜,被子植物门,属于,
花椰菜,双子叶植物纲,属于,
花椰菜,十字花目,属于,
花椰菜,十字花科,属于,
花椰菜,芸苔属,属于,
花椰菜,花椰菜,属于,
花椰菜,富含维生素C,含有,
花椰菜,维生素K,含有,
花椰菜,纤维素和叶酸。,含有,
甜菜,植物界,属于,
甜菜,被子植物门,属于,
甜菜,双子叶植物纲,属于,
甜菜,藜目,属于,
甜菜,藜科,属于,
甜菜,甜菜属,属于,
甜菜,甜菜,属于,
甜菜,丰富的纤维素,含有,
甜菜,叶酸,含有,
甜菜,维生素C和镁。,含有,
西葫芦,植物界,属于,
西葫芦,被子植物门,属于,
西葫芦,双子叶植物纲,属于,
西葫芦,葫芦目,属于,
西葫芦,葫芦科,属于,
西葫芦,西葫芦属,属于,
西葫芦,西葫芦,属于,
西葫芦,富含纤维素,含有,
西葫芦,维生素C,含有,
西葫芦,钾和锰。,含有,
